S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
17969,2022081403006690,FMDBL,59,49,51,696.7,35531.70
17970,2022081403006689,FMDBL,17,49,50,697,34850.00
17971,2022081404003856,JOSHI,3,34,100,227,22700.00
17972,2022081401008844,HBL,25,22,375,321,120375.00
17973,2022081401008843,HBL,25,49,415,321,133215.00
17974,2022081403006688,NLIC,58,44,50,675,33750.00
17975,2022081403006687,GUFL,39,49,10,555.1,5551.00
17976,2022081401008842,SBI,17,58,11,284,3124.00
17977,2022081401008841,SBI,37,58,20,284,5680.00
17978,2022081401008840,SBI,49,58,500,284.2,142100.00
17979,2022081401008839,SBI,17,58,50,284.3,14215.00
17980,2022081401008838,SBI,7,58,50,284.3,14215.00
17981,2022081401008837,SBI,38,58,10,284.6,2846.00
17982,2022081401008836,SBI,49,58,40,285,11400.00
17983,2022081401008835,SBI,14,58,19,285,5415.00
17984,2022081401008834,BHL,50,51,50,325,16250.00
17985,2022081401008833,BHL,50,7,50,325,16250.00
17986,2022081403006686,PFL,14,29,100,385.1,38510.00
17987,2022081401008832,BHDC,42,49,10,459.3,4593.00
17988,2022081403006685,NRIC,34,48,40,748,29920.00
17989,2022081403006684,NRIC,25,48,15,748,11220.00
17990,2022081403006683,NRIC,40,48,10,748,7480.00
17991,2022081403006682,NRIC,34,48,19,748.5,14221.50
17992,2022081403006681,NRIC,59,48,287,750,215250.00
17993,2022081403006680,NRIC,32,48,100,750.1,75010.00
17994,2022081404003855,AHPC,55,39,180,348,62640.00
17995,2022081401008831,DORDI,34,6,10,345.5,3455.00
17996,2022081404003854,AHPC,34,28,585,349,204165.00
17997,2022081401008830,HDL,37,42,15,3558,53370.00
17998,2022081401008829,NABIL,42,34,125,793,99125.00
17999,2022081401008828,SHIVM,41,47,75,722.5,54187.50
18000,2022081403006679,NTC,20,10,75,867.9,65092.50
18001,2022081403006678,NTC,20,41,25,867,21675.00
18002,2022081404003853,SAEF,29,42,500,12.7,6350.00
18003,2022081404003852,NHDL,50,28,10,393.1,3931.00
18004,2022081404003851,NHDL,41,28,70,397,27790.00
18005,2022081404003850,SPDL,38,35,370,327.1,121027.00
18006,2022081403006677,NRN,50,7,140,486.2,68068.00
18007,2022081401008827,NCCB,59,4,14,206,2884.00
18008,2022081404003849,AKPL,49,20,20,432,8640.00
18009,2022081401008826,NCCB,57,41,100,206.8,20680.00
18010,2022081404003848,UPPER,58,10,40,480,19200.00
18011,2022081404003847,UPPER,29,10,200,480,96000.00
18012,2022081404003846,UPPER,14,10,100,480,48000.00
18013,2022081404003845,UPPER,51,10,550,480,264000.00
18014,2022081404003844,UPPER,43,10,100,480,48000.00
18015,2022081404003843,UPPER,20,10,250,480,120000.00
18016,2022081404003842,UPPER,41,10,10,480,4800.00
18017,2022081404003841,UPPER,34,10,28,480,13440.00
18018,2022081404003840,UPPER,47,10,140,480,67200.00
18019,2022081404003839,UPPER,11,10,50,480,24000.00
18020,2022081404003838,UPPER,28,10,200,480,96000.00
18021,2022081404003837,UPPER,52,10,48,480,23040.00
18022,2022081405001060,SAHAS,57,45,10,527,5270.00
18023,2022081403006676,KSBBL,49,45,48,341,16368.00
18024,2022081403006675,KSBBL,49,45,10,341,3410.00
18025,2022081404003836,SICL,44,50,79,812,64148.00
18026,2022081404003835,MEN,50,49,10,858,8580.00
18027,2022081401008825,GVL,28,35,10,368,3680.00
18028,2022081403006674,NLIC,18,44,43,675,29025.00
18029,2022081401008824,HDL,22,42,10,3560,35600.00
18030,2022081401008823,NICA,7,29,100,658.2,65820.00
18031,2022081401008822,BOKD86,45,6,25,755.1,18877.50
18032,2022081401008821,BHL,59,45,10,324,3240.00
18033,2022081401008820,BHDC,42,44,10,459.3,4593.00
18034,2022081405001059,JALPA,57,59,10,3150,31500.00
18035,2022081403006673,NLIC,18,25,57,675,38475.00
18036,2022081403006672,NLIC,58,25,443,675,299025.00
18037,2022081403006671,NLIC,58,57,100,676,67600.00
18038,2022081403006670,NLIC,58,42,373,675.8,252073.40
18039,2022081403006669,NLIC,58,21,20,675.5,13510.00
18040,2022081401008819,NBL,49,41,34,286,9724.00
18041,2022081401008818,NBL,44,4,50,285,14250.00
18042,2022081401008817,NBL,58,4,20,285,5700.00
18043,2022081401008816,NBL,17,4,44,285,12540.00
18044,2022081401008815,CZBIL,38,3,30,200,6000.00
18045,2022081401008814,CZBIL,38,45,250,200,50000.00
18046,2022081401008813,CZBIL,38,53,112,200,22400.00
18047,2022081401008812,CZBIL,38,38,150,200,30000.00
18048,2022081403006668,MLBL,53,18,135,383.1,51718.50
18049,2022081403006667,NMFBS,17,39,10,2305,23050.00
18050,2022081403006666,SFCL,45,53,317,280.1,88791.70
18051,2022081403006665,SFCL,34,53,100,280.2,28020.00
18052,2022081403006664,SFCL,34,53,10,280.2,2802.00
18053,2022081403006663,SFCL,48,53,200,280.2,56040.00
18054,2022081403006662,SFCL,52,53,113,281,31753.00
18055,2022081403006661,SFCL,6,53,115,281,32315.00
18056,2022081403006660,SFCL,49,53,140,281.1,39354.00
18057,2022081403006659,CBBL,8,13,40,1010.1,40404.00
18058,2022081403006658,CBBL,34,13,10,1010.2,10102.00
18059,2022081404003834,GLH,8,21,10,312,3120.00
18060,2022081403006657,ICFC,50,34,50,510,25500.00
18061,2022081401008811,SANIMA,38,16,10,256,2560.00
18062,2022081403006656,KRBL,52,39,30,244.2,7326.00
18063,2022081401008810,BHL,45,37,30,323.6,9708.00
18064,2022081401008809,MBL,16,20,54,234,12636.00
18065,2022081404003833,MHNL,57,53,25,290,7250.00
18066,2022081404003832,MHNL,26,53,75,290,21750.00
18067,2022081404003831,API,40,58,40,254,10160.00
18068,2022081403006655,HIDCL,56,29,28,203,5684.00
18069,2022081401008808,MBL,16,42,100,234,23400.00
18070,2022081401008807,RFPL,47,58,10,280.6,2806.00
18071,2022081403006654,KSBBL,40,45,10,341,3410.00
18072,2022081404003830,CGH,54,51,30,1036,31080.00
18073,2022081401008806,HDL,36,42,30,3560,106800.00
18074,2022081401008805,HDL,54,42,30,3560,106800.00
18075,2022081401008804,SBL,34,41,59,304,17936.00
18076,2022081401008803,HDL,21,35,10,3560,35600.00
18077,2022081401008802,HDL,42,35,10,3560,35600.00
18078,2022081401008801,HDL,44,35,10,3560,35600.00
18079,2022081401008800,HDL,42,35,14,3560,49840.00
18080,2022081401008799,HDL,38,35,10,3560,35600.00
18081,2022081401008798,HDL,49,35,10,3560.1,35601.00
18082,2022081401008797,HDL,14,35,10,3561,35610.00
18083,2022081401008796,HDL,8,35,10,3561,35610.00
18084,2022081401008795,HDL,25,35,10,3562,35620.00
18085,2022081401008794,NESDO,26,14,10,3221,32210.00
18086,2022081403006653,MNBBL,42,4,22,438.5,9647.00
18087,2022081403006652,MNBBL,42,4,240,438.6,105264.00
18088,2022081403006651,MNBBL,33,4,20,439,8780.00
18089,2022081403006650,MNBBL,57,4,50,439,21950.00
18090,2022081403006649,MNBBL,22,4,100,439.1,43910.00
18091,2022081403006648,MNBBL,32,4,104,440,45760.00
18092,2022081401008793,DORDI,34,54,10,345.5,3455.00
18093,2022081401008792,HDL,45,34,50,3562.9,178145.00
18094,2022081404003829,HDHPC,32,52,200,224,44800.00
18095,2022081404003828,SIGS2,40,58,5800,9.64,55912.00
18096,2022081404003827,SIGS2,59,58,200,9.65,1930.00
18097,2022081404003826,HDHPC,32,49,60,224,13440.00
18098,2022081403006647,KSBBL,40,45,50,341,17050.00
18099,2022081403006646,JFL,58,8,37,405,14985.00
18100,2022081401008791,HHL,3,38,10,321.1,3211.00
18101,2022081404003825,AHPC,34,59,415,349,144835.00
18102,2022081405001058,MKLB,28,36,23,1010,23230.00
18103,2022081405001057,NYADI,13,48,10,335,3350.00
18104,2022081404003824,SHPC,46,34,39,318,12402.00
18105,2022081401008790,HHL,3,35,10,321.1,3211.00
18106,2022081404003823,NICL,53,32,100,471.5,47150.00
18107,2022081404003822,NEF,42,45,600,9.43,5658.00
18108,2022081403006645,PROFL,51,53,980,283.5,277830.00
18109,2022081404003821,KPCL,34,26,11,396,4356.00
18110,2022081404003820,UPPER,52,58,34,480,16320.00
18111,2022081401008789,GVL,28,25,100,368,36800.00
18112,2022081401008788,GVL,28,25,10,368,3680.00
18113,2022081401008787,GVL,38,25,10,368.5,3685.00
18114,2022081401008786,GVL,55,25,80,369,29520.00
18115,2022081401008785,ADBL,44,42,44,317.2,13956.80
18116,2022081401008784,ADBL,49,42,26,317.3,8249.80
18117,2022081403006644,GUFL,39,16,400,555.1,222040.00
18118,2022081404003819,SICL,29,50,50,813,40650.00
18119,2022081401008783,HHL,3,4,10,321.1,3211.00
18120,2022081401008782,MBL,16,34,20,234,4680.00
18121,2022081401008781,MBL,16,54,226,234,52884.00
18122,2022081403006643,SADBL,D01,51,1000,319,319000.00
18123,2022081403006642,SADBL,D01,6,100,319,31900.00
18124,2022081403006641,SADBL,D01,25,100,319,31900.00
18125,2022081403006640,SADBL,D01,48,58,319,18502.00
18126,2022081403006639,SADBL,D01,34,500,318.9,159450.00
18127,2022081403006638,SADBL,D01,33,1000,318,318000.00
18128,2022081403006637,SADBL,D01,32,500,317,158500.00
18129,2022081401008780,SBI,14,36,19,285,5415.00
18130,2022081403006636,SMATA,52,44,50,860,43000.00
18131,2022081403006635,GUFL,39,34,100,555.1,55510.00
18132,2022081401008779,NBL,3,41,100,286,28600.00
18133,2022081401008778,HDL,46,51,40,3562,142480.00
18134,2022081401008777,KBL,48,32,10,202,2020.00
18135,2022081401008776,HHL,3,39,10,321.1,3211.00
18136,2022081404003818,NMBHF1,42,51,846,11.88,10050.48
18137,2022081403006634,CIT,57,25,10,2133,21330.00
18138,2022081401008775,KBL,58,21,44,201.3,8857.20
18139,2022081401008774,KBL,56,21,391,201.3,78708.30
18140,2022081401008773,NABIL,49,45,10,792,7920.00
18141,2022081401008772,HHL,3,1,10,321.1,3211.00
18142,2022081401008771,HBL,25,49,70,321,22470.00
18143,2022081401008770,SBL,48,41,10,304,3040.00
18144,2022081401008769,PRVU,49,45,20,207.7,4154.00
18145,2022081401008768,SBL,33,41,30,304,9120.00
18146,2022081401008767,SBL,45,41,50,304,15200.00
18147,2022081401008766,SBL,26,41,70,304,21280.00
18148,2022081401008765,SBL,21,41,100,304.1,30410.00
18149,2022081404003817,LEC,49,4,25,255.1,6377.50
18150,2022081404003816,LEC,49,4,15,257,3855.00
18151,2022081403006633,NLIC,58,58,27,675,18225.00
18152,2022081403006632,NLIC,58,49,30,675,20250.00
18153,2022081403006631,NLICL,35,43,50,575,28750.00
18154,2022081403006630,NLICL,38,43,50,575,28750.00
18155,2022081403006629,NLICL,45,43,50,575,28750.00
18156,2022081403006628,NLICL,44,43,100,575,57500.00
18157,2022081403006627,NLICL,47,43,100,575.1,57510.00
18158,2022081403006626,NLICL,29,43,100,576,57600.00
18159,2022081403006625,NLICL,41,43,100,576,57600.00
18160,2022081403006624,NLICL,59,43,40,576.1,23044.00
18161,2022081403006623,NLICL,1,43,11,577,6347.00
18162,2022081401008764,HHL,57,39,10,321.2,3212.00
18163,2022081401008763,SANIMA,50,16,110,256,28160.00
18164,2022081404003815,SIGS2,59,58,800,9.65,7720.00
18165,2022081404003814,SIGS2,38,58,200,9.66,1932.00
18166,2022081404003813,HURJA,42,36,1000,260,260000.00
18167,2022081403006622,FMDBL,42,32,50,700,35000.00
18168,2022081404003812,AKPL,3,42,180,431,77580.00
18169,2022081403006621,JFL,51,8,50,406.7,20335.00
18170,2022081403006620,JFL,32,8,43,407,17501.00
18171,2022081403006619,JFL,16,8,70,407,28490.00
18172,2022081404003811,AHPC,55,45,133,348,46284.00
18173,2022081404003810,AHPC,22,45,50,348,17400.00
18174,2022081404003809,AHPC,22,45,17,348,5916.00
18175,2022081403006618,CLBSL,50,58,41,920,37720.00
18176,2022081404003808,DHPL,21,32,80,206,16480.00
18177,2022081403006617,SFCL,40,42,10,284.9,2849.00
18178,2022081405001056,MKLB,28,36,87,1010,87870.00
18179,2022081401008762,NBF3,19,32,600,8.15,4890.00
18180,2022081403006616,SHINE,21,32,500,310,155000.00
18181,2022081401008761,LBL,55,4,10,199,1990.00
18182,2022081405001055,JBLB,35,45,17,2744,46648.00
18183,2022081403006615,MLBL,13,18,91,384,34944.00
18184,2022081403006614,GILB,13,42,64,1294.4,82841.60
18185,2022081403006613,NLIC,57,49,20,675,13500.00
18186,2022081403006612,NLIC,57,57,30,675,20250.00
18187,2022081404003807,SIGS2,38,58,800,9.66,7728.00
18188,2022081404003806,SIGS2,58,58,200,9.67,1934.00
18189,2022081403006611,NTC,45,26,20,866,17320.00
18190,2022081401008760,HDL,35,51,10,3562,35620.00
18191,2022081401008759,BHDC,42,57,60,459.3,27558.00
18192,2022081404003805,AKPL,56,18,500,430.1,215050.00
18193,2022081401008758,BHL,45,54,10,323.6,3236.00
18194,2022081403006610,GFCL,48,55,40,527.2,21088.00
18195,2022081404003804,SJCL,19,44,100,254,25400.00
18196,2022081401008757,SHIVM,41,51,125,722.5,90312.50
18197,2022081403006609,GUFL,39,21,10,555.1,5551.00
18198,2022081403006608,GUFL,38,21,100,555.5,55550.00
18199,2022081403006607,CBBL,21,13,100,1012,101200.00
18200,2022081401008756,HDL,51,42,50,3562.5,178125.00
18201,2022081403006606,GRDBL,21,44,93,251,23343.00
18202,2022081403006605,LBBL,43,4,226,386.1,87258.60
18203,2022081404003803,CGH,58,51,20,1036,20720.00
18204,2022081401008755,BHL,45,58,10,323.6,3236.00
18205,2022081404003802,DHPL,21,32,21,206,4326.00
18206,2022081401008754,NESDO,59,28,10,3244.7,32447.00
18207,2022081404003801,GHL,45,22,300,220,66000.00
18208,2022081404003800,GHL,55,22,1000,220,220000.00
18209,2022081404003799,GHL,49,22,100,220,22000.00
18210,2022081403006604,MLBBL,21,43,10,1248,12480.00
18211,2022081403006603,CFCL,58,58,237,327,77499.00
18212,2022081403006602,CFCL,43,58,50,327.4,16370.00
18213,2022081403006601,CBBL,36,58,25,1015,25375.00
18214,2022081403006600,CBBL,36,42,65,1015,65975.00
18215,2022081403006599,FOWAD,58,47,15,2652,39780.00
18216,2022081403006598,FOWAD,39,47,32,2652,84864.00
18217,2022081403006597,MPFL,38,35,40,292.1,11684.00
18218,2022081403006596,MPFL,58,35,80,292.1,23368.00
18219,2022081403006595,MPFL,52,35,50,292.1,14605.00
18220,2022081403006594,MPFL,51,35,20,292.2,5844.00
18221,2022081403006593,MPFL,58,35,10,292.5,2925.00
18222,2022081404003798,SHL,44,14,100,211.1,21110.00
18223,2022081403006592,NFS,16,17,152,294,44688.00
18224,2022081403006591,NFS,56,17,200,294,58800.00
18225,2022081403006590,NFS,16,17,100,294,29400.00
18226,2022081403006589,NFS,48,17,50,294,14700.00
18227,2022081401008753,HHL,57,56,10,321.5,3215.00
18228,2022081401008752,NICA,17,47,190,658,125020.00
18229,2022081401008751,NICA,38,47,50,658,32900.00
18230,2022081401008750,NICA,26,47,100,658.1,65810.00
18231,2022081401008749,NICA,38,47,10,658.3,6583.00
18232,2022081401008748,NICA,46,47,50,658.4,32920.00
18233,2022081401008747,NICA,57,47,100,658.6,65860.00
18234,2022081401008746,NABIL,40,36,24,790.3,18967.20
18235,2022081403006588,NTC,45,41,50,866,43300.00
18236,2022081403006587,NTC,57,41,200,866.1,173220.00
18237,2022081403006586,VLBS,14,29,22,970.4,21348.80
18238,2022081401008745,SANIMA,58,16,11,256,2816.00
18239,2022081403006585,CIT,21,54,49,2130,104370.00
18240,2022081404003797,SEF,6,19,1800,9.83,17694.00
18241,2022081401008744,NBL,46,41,40,286,11440.00
18242,2022081404003796,SHPC,14,44,710,318,225780.00
18243,2022081403006584,MERO,58,49,60,860,51600.00
18244,2022081404003795,UNHPL,7,51,1000,238,238000.00
18245,2022081404003794,UNHPL,7,49,192,238,45696.00
18246,2022081401008743,BHDC,42,45,10,459.3,4593.00
18247,2022081404003793,HPPL,26,13,10,384.5,3845.00
18248,2022081403006583,NLIC,21,53,42,674,28308.00
18249,2022081403006582,NLIC,21,35,50,674,33700.00
18250,2022081403006581,NLIC,21,46,52,674,35048.00
18251,2022081404003792,AKPL,56,18,420,430.1,180642.00
18252,2022081404003791,AKPL,11,18,50,430.1,21505.00
18253,2022081404003790,AKPL,16,18,30,430.1,12903.00
18254,2022081404003789,RHPL,21,47,10,261.8,2618.00
18255,2022081404003788,RHPL,21,49,10,261,2610.00
18256,2022081401008742,BHDC,42,17,10,459.3,4593.00
18257,2022081404003787,NHDL,41,28,80,397,31760.00
18258,2022081404003786,NHDL,50,28,200,397.9,79580.00
18259,2022081404003785,NHDL,46,28,10,398,3980.00
18260,2022081404003784,NHDL,28,28,200,398,79600.00
18261,2022081404003783,NHDL,42,28,10,401,4010.00
18262,2022081404003782,PSF,22,21,100,8.1,810.00
18263,2022081403006580,GRDBL,21,36,630,251,158130.00
18264,2022081404003781,BARUN,35,42,250,278,69500.00
18265,2022081404003780,BARUN,49,42,25,278,6950.00
18266,2022081401008741,ULBSL,59,34,100,3705,370500.00
18267,2022081403006579,NMFBS,17,49,10,2305,23050.00
18268,2022081401008740,HHL,3,56,10,321.1,3211.00
18269,2022081401008739,DORDI,47,49,10,346,3460.00
18270,2022081403006578,NIFRA,51,51,19,230,4370.00
18271,2022081403006577,NIFRA,55,51,224,230,51520.00
18272,2022081403006576,NIFRA,35,51,50,230.1,11505.00
18273,2022081403006575,NIFRA,19,51,100,230.1,23010.00
18274,2022081403006574,NIFRA,57,51,47,230.1,10814.70
18275,2022081403006573,NIFRA,44,51,10,230.2,2302.00
18276,2022081404003779,NICBF,59,6,5000,10.53,52650.00
18277,2022081403006572,ICFC,50,57,50,510,25500.00
18278,2022081401008738,NESDO,49,34,10,3220,32200.00
18279,2022081403006571,JBBL,6,13,157,297,46629.00
18280,2022081403006570,JBBL,59,13,100,297,29700.00
18281,2022081403006569,JBBL,19,13,100,297,29700.00
18282,2022081403006568,JBBL,20,13,43,297,12771.00
18283,2022081405001054,MKJC,58,58,50,480,24000.00
18284,2022081404003778,MHNL,26,28,150,290,43500.00
18285,2022081404003777,CGH,21,56,10,1036,10360.00
18286,2022081404003776,CHL,52,34,10,263.7,2637.00
18287,2022081404003775,UNHPL,42,51,100,237,23700.00
18288,2022081404003774,UPPER,52,29,24,480,11520.00
18289,2022081404003773,UPPER,14,29,16,480,7680.00
18290,2022081404003772,SIGS2,6,58,2000,9.7,19400.00
18291,2022081401008737,NESDO,49,43,20,3220,64400.00
18292,2022081403006567,KSBBL,57,4,47,340.7,16012.90
18293,2022081403006566,CFCL,17,34,20,329,6580.00
18294,2022081401008736,NESDO,59,46,10,3230,32300.00
18295,2022081404003771,AKPL,56,42,300,431,129300.00
18296,2022081401008735,NICA,38,59,100,659,65900.00
18297,2022081401008734,NICA,45,59,20,659,13180.00
18298,2022081401008733,NICA,13,59,50,659,32950.00
18299,2022081401008732,NICA,49,59,10,659,6590.00
18300,2022081401008731,NICA,56,59,10,659,6590.00
18301,2022081401008730,NICA,45,59,100,659,65900.00
18302,2022081404003770,NHPC,6,57,100,248,24800.00
18303,2022081401008729,BHL,42,34,10,323.5,3235.00
18304,2022081403006565,NLICL,6,16,100,578.5,57850.00
18305,2022081403006564,NLICL,25,16,50,578.6,28930.00
18306,2022081401008728,BHDC,42,45,10,459.3,4593.00
18307,2022081404003769,HDHPC,32,52,462,224,103488.00
18308,2022081404003768,HDHPC,32,29,28,224,6272.00
18309,2022081403006563,NLIC,54,46,35,674,23590.00
18310,2022081403006562,NLIC,21,28,278,672,186816.00
18311,2022081403006561,HIDCL,56,34,444,203,90132.00
18312,2022081404003767,AKPL,38,42,100,431,43100.00
18313,2022081403006560,JBBL,20,38,10,297,2970.00
18314,2022081401008727,HHL,3,33,10,321.1,3211.00
18315,2022081404003766,NHPC,10,32,50,247,12350.00
18316,2022081403006559,NFS,56,57,18,295,5310.00
18317,2022081403006558,RLFL,47,37,10,349.9,3499.00
18318,2022081401008726,HHL,3,11,10,321.1,3211.00
18319,2022081401008725,NBL,38,41,10,286,2860.00
18320,2022081403006557,NFS,6,57,13,295,3835.00
18321,2022081403006556,NFS,34,57,13,295,3835.00
18322,2022081403006555,NFS,58,57,100,295,29500.00
18323,2022081403006554,NFS,17,57,100,295,29500.00
18324,2022081403006553,NFS,4,57,40,295,11800.00
18325,2022081403006552,NFS,49,57,585,295.1,172633.50
18326,2022081405001053,MLBS,40,29,10,1210,12100.00
18327,2022081403006551,ICFC,50,21,400,510,204000.00
18328,2022081404003765,AKJCL,55,42,1001,208,208208.00
18329,2022081403006550,GBBL,1,28,75,392,29400.00
18330,2022081403006549,GBBL,11,28,10,392,3920.00
18331,2022081403006548,GBBL,34,28,100,392,39200.00
18332,2022081403006547,GBBL,35,28,53,392,20776.00
18333,2022081403006546,GUFL,37,56,10,555,5550.00
18334,2022081403006545,MDB,43,41,16,374.1,5985.60
18335,2022081401008724,NESDO,49,43,10,3220,32200.00
18336,2022081403006544,KRBL,52,4,46,244.2,11233.20
18337,2022081403006543,KRBL,42,4,10,244.5,2445.00
18338,2022081404003764,UMRH,14,58,420,660,277200.00
18339,2022081403006542,NLIC,44,28,48,671,32208.00
18340,2022081403006541,NLIC,45,28,69,671,46299.00
18341,2022081403006540,NLIC,51,28,15,671,10065.00
18342,2022081403006539,NLIC,45,28,22,671,14762.00
18343,2022081403006538,NLIC,16,28,50,672,33600.00
18344,2022081403006537,NLIC,58,28,20,672,13440.00
18345,2022081403006536,NMBMF,56,58,37,760,28120.00
18346,2022081403006535,NMBMF,43,58,15,760.1,11401.50
18347,2022081403006534,NMBMF,34,58,13,767,9971.00
18348,2022081403006533,JBBL,20,38,43,297,12771.00
18349,2022081403006532,JBBL,10,38,100,297.1,29710.00
18350,2022081405001052,MKLB,28,25,22,1006.1,22134.20
18351,2022081405001051,MKLB,38,25,50,1008,50400.00
18352,2022081401008723,KBL,34,32,190,202,38380.00
18353,2022081401008722,KBL,34,49,10,202,2020.00
18354,2022081404003763,NICL,21,44,10,474,4740.00
18355,2022081404003762,RHPL,14,48,100,260,26000.00
18356,2022081404003761,HDHPC,50,58,100,223.6,22360.00
18357,2022081401008721,NMB,22,21,19,252,4788.00
18358,2022081401008720,NMB,52,21,81,252,20412.00
18359,2022081403006531,SLBSL,42,43,38,1408,53504.00
18360,2022081404003760,AKJCL,55,49,37,208,7696.00
18361,2022081403006530,NTC,34,19,10,868,8680.00
18362,2022081401008719,BHDC,42,58,10,459.3,4593.00
18363,2022081404003759,MHNL,26,33,275,290,79750.00
18364,2022081404003758,MHNL,17,33,200,290,58000.00
18365,2022081401008718,KBL,56,4,47,201.3,9461.10
18366,2022081404003757,MHNL,51,33,125,290.4,36300.00
18367,2022081405001050,JALPA,57,11,10,3150,31500.00
18368,2022081404003756,RADHI,1,45,200,565,113000.00
18369,2022081404003755,AKPL,47,42,100,431,43100.00
18370,2022081403006529,ICFC,17,1,200,509,101800.00
